nombre,apellido,edad,estatura
Stephie,Witcombe,51,155.53
Lexie,Brigham,34,182.38
Annette,Pablo,10,219.34
Kiley,Tessington,29,160.61
Priscella,McIleen,32,158.3
Lianna,Yanez,26,204.14
Linell,Pucknell,46,144.29
Corry,Giacopini,35,158.45
Moyna,Fusedale,43,143.2
Rhonda,Bracco,22,156.19
Konstanze,Zorzi,19,192.62
Madelin,Sennett,50,147.53
Georgiana,Sammons,17,149.85
Koren,Walpole,49,141.57
Eryn,Dibben,43,165.47
Barbara,Sperling,30,146.73
Olia,Lilley,28,195.57
Emmye,Licquorish,19,199.68
Moina,Keepin,17,147.37
Shandie,Tretter,36,159.75
Wilhelmina,Drayson,34,147.85
Shane,Hupka,27,209.88
Judie,Qusklay,30,189.68
Klara,Agronski,49,206.25
Elysha,Greenig,26,197.4
Bathsheba,Seabridge,29,175.85
Fannie,Chaplin,37,180.59
Priscella,Karlolak,49,181.34
Sharyl,Blackshaw,34,189.91
Cathi,Gansbuhler,41,164.7
Mariana,Adin,43,151.89
